location,pop_fam,num_buds_at_emerge,ttl_stem_lngth_flwr,buds_at_first_flwr,pollen_color_subj,anther_color_subj,overall_petal_color_subj,petal_pat_color,bud_doy,flwr_doy,scnd_flwr_doy,third_flwr_doy,pop_name,time_fst_flwr,time_fst_scnd_flwr,CMD_gs,CMD_sp,CMD_sm,Tave_gs,Tave_sp,Tave_sm,latitude,elevation,longitude,range_position,bFFP,flwr_number,area,perimeter,circularity,feret,feret_angle,min_feret,aspect_ratio,roundness,solidity,OL_width_left,OL_width_right,IL_width,trough_length_left,trough_length_right
T04-E09,BRD_06,2,21.8,2,cream,pink,pink,1,360,378,384,389,BRD,18,6,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,3,0.313,4.384,0.205,1.339,92.327,0.8,1.504,0.665,0.442,0.146,0.158,0.205,0.761,0.778
T04-E11,BRD_14,2,20.1,1,cream,cream,pink,1,352,374,378,NA,BRD,22,4,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,2,0.928,7.504,0.207,2.256,87.14,1.397,1.525,0.656,0.492,0.217,0.197,0.413,1.012,0.949
T04-E13,JCP_09,2,9.2,3,NA,NA,NA,NA,338,352,360,NA,JCP,14,8,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04-F02,SUC_14,3,15.9,4,cream,lavender,pink,1,324,337,342,345,SUC,13,5,379.23809523809524,106.64285714285714,272.5952380952381,11.518571428571429,6.885714285714286,18.46785714285714,43.223458,1498,-117.151153,Southern,146,3,1.174,9.027,0.181,2.095,86.364,1.602,1.216,0.823,0.57,0.261,0.299,0.559,1.037,0.75
T04-F06,BFF_09,3,4.7,2,pink,pink,lavender,1,331,344,344,351,BFF,13,0,345.8571428571429,100.30952380952381,245.54761904761907,10.284761904761904,6.130952380952381,16.515476190476193,44.343006,1312,-119.302186,Central,146,3,0.387,4.822,0.209,1.413,86.205,0.793,1.964,0.509,0.569,0.134,0.098,0.228,0.596,0.52
T04-F08,BBU_09,1,9.6,3,cream,lavender,lavender,1,317,336,340,345,BBU,19,4,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,3,1.398,9.664,0.188,2.415,84.851,1.689,1.265,0.79,0.552,0.311,0.305,0.576,0.957,1.116
T04-F10,KAB_14,1,18.2,3,pink,pink,lavender,1,338,360,363,367,KAB,22,3,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,1.021,8.32,0.185,2.493,87.205,1.549,1.698,0.589,0.458,0.196,0.212,0.377,1.069,1.037
T04-F12,LRR_01,1,9.8,2,cream,cream,lavender,1,324,346,351,360,LRR,22,5,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.034,7.402,0.237,1.846,99.838,1.39,1.336,0.748,0.58,0.325,0.316,0.569,0.901,0.98
T04-F14,PMS_10,1,7.7,3,cream,cream,lavender,1,324,345,349,NA,PMS,21,4,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,5,1.489,8.975,0.232,2.269,89.603,1.779,1.148,0.871,0.569,0.359,0.318,0.505,1.417,0.928
T04-G01,BRD_02,1,8.4,2,lavender,cream,pink,1,345,365,369,NA,BRD,20,4,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,2,0.639,6.955,0.166,1.953,93.156,1.21,1.284,0.779,0.422,0.195,0.195,0.265,0.883,0.837
T04-G05,JCP_18,2,16.5,6,cream,pink,pink,0,324,338,341,343,JCP,14,3,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,3,1.244,7.896,0.251,2.109,105.838,1.591,1.153,0.868,0.541,0.477,0.408,0.407,1.18,1.085
T04-G07,BRD_13,2,12.1,3,lavender,lavender,pink,0,340,351,NA,366,BRD,11,NA,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,3,0.98,7.392,0.225,2.062,105.979,1.429,1.262,0.793,0.533,0.226,0.265,0.389,0.883,1.071
T04-G09,CRE_01,3,11.2,4,cream,lavender,pink,0,352,374,376,381,CRE,22,2,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,3,0.554,5.029,0.275,1.743,98.272,0.991,1.846,0.542,0.553,0.188,0.187,0.313,0.69,0.658
T04-G11,BBU_11,1,9.8,1,NA,NA,NA,NA,324,339,344,NA,BBU,15,5,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04-G13,MEB_12,3,13.7,5,cream,cream,pink,1,324,337,338,340,MEB,13,1,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,3,1.183,9.497,0.165,2.559,101.339,1.771,1.225,0.816,0.422,0.245,0.211,0.435,1.362,1.119
T05-A03,JCP_12,3,20.4,3,cream,lavender,purple,0,338,367,370,375,JCP,29,3,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,3,1.213,7.95,0.241,2.027,99.332,1.516,1.023,0.977,0.563,0.296,0.265,0.59,1.152,1.148
T05-A05,JCP_14,2,14.9,3,cream,cream,purple,1,345,363,372,373,JCP,18,9,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,3,0.999,7.936,0.199,1.792,91.141,1.447,1.088,0.919,0.574,0.275,0.224,0.507,0.946,0.994
T05-A07,BFF_06,1,6.7,3,pink,pink,pink,NA,317,338,343,NA,BFF,21,5,345.8571428571429,100.30952380952381,245.54761904761907,10.284761904761904,6.130952380952381,16.515476190476193,44.343006,1312,-119.302186,Central,146,3,0.919,9.622,0.125,2.809,104.773,1.593,1.695,0.59,0.342,0.22,0.217,0.255,1.278,1.341
T05-A09,BFF_17,1,7.1,1,purple,NA,purple,1,331,353,NA,NA,BFF,22,NA,345.8571428571429,100.30952380952381,245.54761904761907,10.284761904761904,6.130952380952381,16.515476190476193,44.343006,1312,-119.302186,Central,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05-A11,MEB_01,2,12.4,4,cream,cream,purple,1,331,346,350,335,MEB,15,4,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,3,1.155,8.419,0.205,2.407,92.07,1.524,1.494,0.669,0.525,0.245,0.209,0.521,0.926,0.84
T05-A13,LRR_12,1,6.1,5,cream,cream,lavender,1,317,332,337,340,LRR,15,5,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.599,10.178,0.194,2.55,88.363,1.858,1.149,0.87,0.512,0.422,0.415,0.632,1.348,1.322
T05-B02,HES_05,2,15.1,6,pink,pink,pink,0,318,336,339,342,HES,18,3,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,3,0.952,8.311,0.173,2.19,86.197,1.557,1.209,0.827,0.459,0.229,0.273,0.437,0.974,0.912
T05-B04,OGP_16,2,9.1,4,cream,cream,purple,0,360,384,385,390,OGP,24,1,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,3,0.953,7.558,0.21,1.956,88.788,1.522,1.268,0.789,0.517,0.172,0.169,0.503,0.972,1.003
T05-B08,BBU_05,1,8.7,4,cream,pink,lavender,1,324,345,351,357,BBU,21,6,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,3,1.138,7.709,0.241,2.253,13.438,1.559,1.339,0.747,0.529,0.322,0.313,0.416,1.084,0.859
T05-B10,KAB_02,1,10.9,4,pink,pink,lavender,0,345,369,374,382,KAB,24,5,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.666,6.992,0.171,1.706,99.538,1.158,1.342,0.745,0.558,0.234,0.226,0.373,0.639,0.645
T05-B12,BBU_03,1,9.5,1,cream,cream,lavender,1,345,374,375,NA,BBU,29,1,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,2,0.468,4.595,0.278,1.501,96.959,0.806,1.71,0.585,0.588,0.186,0.143,0.198,0.598,0.599
T05-B14,OGP_17,3,9.5,4,cream,lavender,pink,1,338,349,352,357,OGP,11,3,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,3,0.878,7.305,0.207,2.017,119.758,1.413,1.224,0.817,0.494,0.24,0.206,0.411,0.881,0.911
T05-C01,PMS_04,1,3.6,2,cream,cream,lavender,1,324,342,345,348,PMS,18,3,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,3,1.23,8.816,0.199,2.088,107.959,1.56,1.169,0.856,0.56,0.305,0.293,0.45,1.018,1.056
T05-C03,CRE_02,3,26.5,4,cream,cream,pink,1,338,357,361,365,CRE,19,4,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,3,1.096,7.468,0.247,2.359,78.103,1.499,1.536,0.651,0.525,0.218,0.243,0.484,0.983,0.874
T05-C05,MEB_15,1,13.3,3,cream,pink,pink,1,324,346,348,350,MEB,22,2,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,3,0.714,7.002,0.183,1.966,120.74,1.271,1.506,0.664,0.45,0.212,0.21,0.345,0.768,1.042
T05-C07,TIC_08,2,20,3,purple,purple,lavender,1,324,342,345,349,TIC,18,3,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,2.413,11.795,0.218,3.013,95.971,2.337,1.046,0.956,0.53,0.383,0.415,0.922,1.551,1.595
T05-C09,PMS_09,4,7.5,5,cream,cream,purple,1,317,323,324,329,PMS,6,1,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,4,1.165,8.128,0.222,2.18,37.749,1.689,1.478,0.677,0.496,0.253,0.23,0.424,0.908,1.207
T05-C11,LIC_19,2,18.1,3,cream,cream,lavender,0,380,401,406,411,LIC,21,5,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,3,1.125,9.037,0.173,2.211,101.172,1.577,1.286,0.777,0.501,0.277,0.342,0.556,1,0.999
T05-C13,LRR_02,2,11.3,3,cream,lavender,lavender,1,324,336,339,343,LRR,12,3,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.029,7.464,0.232,2.079,89.009,1.355,1.565,0.639,0.56,0.222,0.23,0.547,0.974,0.927
T05-D02,FUR_04,2,14.4,4,cream,cream,pink,1,324,337,341,343,FUR,13,4,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,2.176,11.563,0.205,2.55,171.893,2.229,1.11,0.901,0.565,0.507,0.448,0.713,1.249,1.356
T05-D04,PMS_02,2,6.4,3,cream,lavender,lavender,1,317,334,336,338,PMS,17,2,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,3,1.392,8.619,0.235,2.094,94.147,1.656,1.099,0.91,0.579,0.294,0.27,0.545,1.209,1.224
T05-D06,LRR_07,2,10.4,6,cream,cream,lavender,1,317,334,336,340,LRR,17,2,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,2.107,11.949,0.185,2.86,93.717,2.17,1.206,0.829,0.536,0.342,0.337,0.724,1.325,1.47
T05-D08,CRE_12,3,24,2,cream,cream,pink,1,338,367,372,377,CRE,29,5,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,3,1.338,9.754,0.177,2.382,66.949,1.795,1.03,0.971,0.523,0.379,0.315,0.469,0.964,0.921
T05-D10,MEB_05,3,19.4,2,cream,cream,purple,1,331,347,347,353,MEB,16,0,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,3,2.516,10.816,0.27,2.989,61.118,2.193,1.196,0.836,0.594,0.458,0.497,0.873,1.801,1.044
T05-D12,TIC_03,2,24.2,4,purple,purple,purple,1,338,353,360,362,TIC,15,7,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,1.346,10.051,0.167,2.236,95.936,1.763,1.158,0.863,0.517,0.304,0.284,0.654,1.152,1.116
T05-D14,MEB_19,3,12.8,4,cream,cream,purple,0,345,362,365,369,MEB,17,3,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,3,1.376,9.609,0.187,2.175,95.989,1.67,1.141,0.877,0.598,0.316,0.333,0.603,0.913,0.84
T05-E03,FUR_02,2,11.8,1,pink,purple,pink,1,367,386,390,NA,FUR,19,4,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,2,1.017,8.434,0.18,2.304,92.944,1.559,1.36,0.735,0.455,0.222,0.212,0.364,1.246,0.914
T05-E05,HES_07,1,17.5,3,pink,pink,pink,1,318,336,340,343,HES,18,4,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,3,1.12,8.972,0.175,2.389,91.898,1.411,1.989,0.503,0.534,0.208,0.216,0.534,0.847,0.759
T05-E07,SUC_06,3,13.1,5,cream,pink,lavender,0,324,341,343,346,SUC,17,2,379.23809523809524,106.64285714285714,272.5952380952381,11.518571428571429,6.885714285714286,18.46785714285714,43.223458,1498,-117.151153,Southern,146,3,1.26,9.006,0.195,2.416,68.575,1.56,1.649,0.607,0.544,0.241,0.221,0.589,0.887,0.823
T05-E09,LIC_15,1,17.3,3,NA,NA,NA,NA,367,393,399,NA,LIC,26,6,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05-E11,OGP_05,2,14.6,1,cream,purple,purple,1,338,360,363,NA,OGP,22,3,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05-E13,BFF_01,2,6.4,1,NA,NA,NA,NA,324,352,345,NA,BFF,28,-7,345.8571428571429,100.30952380952381,245.54761904761907,10.284761904761904,6.130952380952381,16.515476190476193,44.343006,1312,-119.302186,Central,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05-F02,PMS_07,5,7.9,5,cream,cream,lavender,0,317,323,326,329,PMS,6,3,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,4,0.874,8.408,0.155,1.954,140.72,1.479,1.309,0.764,0.451,0.244,0.253,0.372,0.922,1.045
T05-F04,TIC_04,2,4.7,7,lavender,lavender,pink,1,331,353,364,364,TIC,22,11,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,0.548,5.601,0.219,1.604,102.078,0.971,1.678,0.596,0.571,0.175,0.186,0.383,0.648,0.652
T05-F06,FUR_05,2,15.1,4,pink,pink,pink,1,331,347,350,354,FUR,16,3,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.492,8.655,0.25,2.42,97.916,1.712,1.167,0.857,0.595,0.416,0.448,0.58,0.936,1.169
T05-F08,BBU_08,2,12.1,2,cream,pink,pink,NA,331,345,350,365,BBU,14,5,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,3,2.247,10.778,0.243,2.977,85.655,2.321,1.182,0.846,0.521,0.377,0.357,0.813,1.356,1.493
T05-F10,FUR_01,1,7.8,5,cream,cream,pink,0,324,341,344,347,FUR,17,3,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.589,9.054,0.244,2.685,77.853,1.732,1.268,0.788,0.557,0.322,0.391,0.432,1.224,0.937
T05-F12,GPN_15,2,12,5,cream,lavender,purple,1,352,370,374,378,GPN,18,4,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,3,1.795,9.644,0.242,2.396,98.973,1.89,1.008,0.992,0.626,0.478,0.441,0.886,1.069,0.952
T05-F14,STM_12,2,10,3,cream,lavender,pink,1,331,347,354,357,STM,16,7,368.5952380952381,106.23809523809524,262.35714285714283,11.062857142857142,6.655555555555556,17.673809523809524,42.693604,1635,-118.938725,Southern,146,3,1.5,9.326,0.217,2.372,40.677,1.853,1.244,0.804,0.542,0.317,0.246,0.586,1.232,1.113
T05-G01,GPN_19,3,21.4,3,lavender,pink,pink,1,345,361,365,367,GPN,16,4,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,4,1.102,8.202,0.206,2.058,103.698,1.586,1.045,0.956,0.543,0.254,0.273,0.538,1.011,0.938
T05-G03,BRD_15,1,13,2,pink,lavender,pink,1,348,348,354,360,BRD,0,6,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,3,0.784,7.934,0.156,2.041,84.968,1.42,1.405,0.712,0.445,0.26,0.259,0.324,0.847,0.703
T05-G05,TIC_17,5,8.6,4,pink,lavender,purple,1,324,340,344,347,TIC,16,4,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,0.858,6.961,0.223,2.104,145.064,1.32,1.746,0.573,0.518,0.202,0.182,0.44,0.821,0.724
T05-G07,GPN_10,2,32.3,6,lavender,lavender,pink,1,389,407,408,410,GPN,18,1,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,3,0.171,3.079,0.227,1.089,94.062,0.463,3.228,0.31,0.591,0.091,0.094,0.135,0.294,0.29
T05-G09,FUR_08,2,15.6,3,pink,pink,lavender,1,331,349,353,355,FUR,18,4,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.35,8.546,0.232,2.409,86.952,1.597,1.394,0.717,0.583,0.301,0.269,0.534,1.055,0.952
T05-G11,GPN_03,2,13.8,7,cream,purple,purple,0,389,407,408,412,GPN,18,1,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,3,0.374,4.467,0.236,1.431,81.693,0.74,1.994,0.502,0.595,0.147,0.187,0.295,0.507,0.605
T05-G13,PMS_03,2,10,6,cream,cream,lavender,1,317,321,322,325,PMS,4,1,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,3,1.557,10.099,0.192,2.748,82.8,1.857,1.446,0.692,0.473,0.34,0.279,0.42,1.195,1.277
T06-A01,GPN_20,2,9.2,4,lavender,lavender,purple,1,345,364,365,369,GPN,19,1,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,3,1.406,10.747,0.153,2.598,85.494,1.731,1.332,0.751,0.527,0.349,0.373,0.517,1.092,1.011
T06-A03,SUC_03,3,9.9,4,cream,cream,lavender,1,317,328,331,333,SUC,11,3,379.23809523809524,106.64285714285714,272.5952380952381,11.518571428571429,6.885714285714286,18.46785714285714,43.223458,1498,-117.151153,Southern,146,3,1.189,7.571,0.261,2.068,155.944,1.543,1.176,0.85,0.587,0.275,0.242,0.485,1.047,1.023
T06-A05,BFF_18,1,7,2,pink,pink,lavender,0,329,354,362,377,BFF,25,8,345.8571428571429,100.30952380952381,245.54761904761907,10.284761904761904,6.130952380952381,16.515476190476193,44.343006,1312,-119.302186,Central,146,4,1.025,8.894,0.163,2.359,87.208,1.716,1.398,0.715,0.401,0.224,0.203,0.448,1.117,1.06
T06-A07,STM_10,1,14.6,4,cream,lavender,pink,1,318,335,339,342,STM,17,4,368.5952380952381,106.23809523809524,262.35714285714283,11.062857142857142,6.655555555555556,17.673809523809524,42.693604,1635,-118.938725,Southern,146,3,1.593,9.849,0.206,2.401,86.375,1.832,1.109,0.902,0.529,0.372,0.385,0.62,1.408,1.439
T06-A09,STM_02,1,13.6,3,cream,lavender,purple,1,324,342,346,350,STM,18,4,368.5952380952381,106.23809523809524,262.35714285714283,11.062857142857142,6.655555555555556,17.673809523809524,42.693604,1635,-118.938725,Southern,146,3,1.331,9.197,0.198,2.235,173.258,1.78,1.319,0.758,0.509,0.231,0.151,0.809,1.195,1.27
T06-A11,OGP_02,1,17.9,5,cream,cream,pink,1,345,360,363,367,OGP,15,3,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,3,0.795,7.963,0.157,2.19,101.49,1.421,1.555,0.643,0.421,0.212,0.17,0.351,0.962,1.017
T06-A13,PMS_16,3,6.6,7,cream,cream,lavender,1,317,329,330,334,PMS,12,1,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,3,1.14,7.895,0.23,2.076,140.759,1.692,1.032,0.969,0.504,0.284,0.261,0.421,1.104,1.046
T06-B02,TIC_16,3,16.8,3,purple,lavender,purple,1,324,342,343,346,TIC,18,1,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,1.6,9.648,0.216,2.455,93.374,1.829,1.27,0.787,0.538,0.291,0.312,0.727,1.323,1.164
T06-B04,JCP_15,1,19.5,5,cream,cream,pink,1,331,348,354,357,JCP,17,6,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,3,1.26,7.928,0.252,2.13,133.214,1.524,1.118,0.894,0.561,0.378,0.326,0.704,1.112,1.163
T06-B06,KAB_08,1,6,2,cream,cream,lavender,0,373,399,405,410,KAB,26,6,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,1.097,8.92,0.173,2.332,83.126,1.622,1.36,0.735,0.487,0.254,0.224,0.492,0.969,0.966
T06-B08,LRR_09,2,14.4,4,pink,lavender,lavender,1,324,339,343,348,LRR,15,4,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.583,10.499,0.18,2.763,81.589,1.861,1.211,0.826,0.498,0.362,0.337,0.539,1.253,1.194
T06-B10,TIC_13,1,15.5,3,purple,purple,purple,1,331,347,355,360,TIC,16,8,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,1.643,11.391,0.159,2.957,91.71,1.683,1.637,0.611,0.57,0.414,0.392,0.63,0.881,0.813
T06-B12,SUC_10,1,8.8,4,cream,cream,lavender,NA,324,341,346,351,SUC,17,5,379.23809523809524,106.64285714285714,272.5952380952381,11.518571428571429,6.885714285714286,18.46785714285714,43.223458,1498,-117.151153,Southern,146,3,1.301,7.822,0.267,1.833,7.479,1.492,1.044,0.957,0.691,0.374,0.304,0.72,0.976,1.031
